PROTOCOLO,ÓRGÃO,ENCAMINHAMENTO,MÊS,RESOLUBILIDADE,PEDIDO,ASSUNTO,RESPOSTA,TIPO RESPOSTA,MOTIVO TIPO
201999499,DEFN,03/12/2019,dezembro,Concluído no Prazo,"Pec¸o por gentileza que me seja esclarecido as seguintes questões a cerca dos serviços que estão sendo prestados pela medica veterinária Viviane Falca~o Pedrosa, CRMV/PE 2749 e CPF XXX.XXX.XXX-XX.1) Ela encontra-se exercendo suas funções na Ilha de Fernando de Noronha? Por favor confirmar.2) Suas atividades são exercidas exclusivamente na Ilha? Se sim em qual unidade/posto/departamento ela encontra-se atuando, por favor fornecer endereço completo e telefone de contato.3) Se suas atividades não estiverem sendo exercidas exclusivamente na Ilha de Fernando de Noronha, informar qual unidade/posto/departamento ela encontra-se atuando, por favor fornecer endereço completo e telefone de contato.3) As despesas de viagem da Dra Viviane para a Ilha de Fernando de Noronha estão sendo custeadas pelo Estado de Pernambuco? Se afirmativo, solicito as datas de ida e retorno da Dra para a ilha e o comprovante de pagamento/compra dos bilhetes aéreos e/ou Marítimos.4) As despesas de hospedagem da Dra Viviane na Ilha estão sendo custeadas pelo Estado de Pernambuco? Se afirmativo, solicito que seja informado o local, com endereço, e o valor das despesas.5) Se as despesas de viagem e hospedagem estiverem sendo custeadas pelo Estado de Pernambuco, estas também cobrem os custos referentes a seu filho? Se sim, favor fornecer as datas de ida e retorno do mesmo para a Ilha e os comprovantes de pagamento das passagens aereas e/ou marítimas.",Servidores,"Com relação ao Pedido de Acesso à Informação, registrado sob o protocolo de nº 201999499, que recebemos no dia 03 de dezembro de 2019, comunicamos, que a Sra. Viviane Falcão Pedrosa é lotada na Superintendência de Saúde/Vigilância em Saúde/Fernando de Noronha, BR 365, S/N, Floresta Nova; Informamos ainda que esta Autarquia possui contrato com companhias aéreas, pousadas e empresa de alimentação para uso com seus prestadores e funcionários.",Acesso parcialmente concedido,Não se aplica
201999505,DEFN,03/12/2019,dezembro,Concluído no Prazo,Solicito junto ao portal da transparência relação dos dias aos quais a Dra Viviane Falcão Pedrosa (CRMV/PE 2749 e CPF XXX.XXX.XXX-XX) solicitou e obteve junto a sua Chefia na Ilha de Fernando de Noronha autorização para se ausentar de suas atividades como médica veterinária que estão sendo realizadas na Ilha de Fernando de Noronha.,Servidores,"Com relação ao Pedido de Acesso à Informação, registrado sob o protocolo de nº 201999505, que recebemos no dia 03 de dezembro de 2019, comunicamos que a a Sra. Viviane Falcão Pedrosa não possui autorização para afastamento das suas atividades fora do local de trabalho onde a mesma exerce suas atividades profissionais, exceto quando é convocada para reunião no Escritório de Apoio em Recife, a pedido da Chefia Imediata.",Informação inexistente,Não se aplica
201999488,COMPESA,03/12/2019,dezembro,Concluído no Prazo,"Venho por meio deste solicitar a cópia das gravações dos seguintes protocolos 20191028567919, 20191028567918 e 20191028567909 todos do dia 10/11/2019,  e 20191028734242 dia 02/12/2019, referente a matrícula 107497433 -  Compesa.",Saneamento,"Cumprindo os requisitos da Lei de Acesso à Informação nº 14.804 de 29 de Outubro de 2012 e Decreto Estadual que regulamenta a LAI nº 38.787 de 30 de Outubro de 2012. Em resposta ao PAI nº 201999488, anexamos as gravações solicitadas pela cidadã",Acesso concedido,Não se aplica
201999670,CEHAB,03/12/2019,dezembro,Concluído no Prazo,"""Vimos por meio deste solicitar as seguintes informações relativas à auxílio moradia de responsabilidade do Governo do estado na cidade do Recife:1. Que órgãos são responsáveis por garantir auxílio-moradia no estado de Pernambuco?2. Quantas famílias recebem o benefício do auxílio-moradia no Recife por parte de cada um deles?2. Em função de que situações essas famílias acessaram o benefício (descriminar números de famílias em cada caso, há quanto tempo estão recebendo o auxílio e em que territórios se deu)?3. Em quantos casos existe previsão de reassentamento das famílias? E para que local/empreendimento? Quais os prazos de conclusão do processo?""",Habitação,"1-      Que órgãos são responsáveis por garantir Auxílio Moradia no estado dePernambuco?R - A Companhia Estadual de Habitação e Obras - CEHAB, apesar de seruma Companhia de Obras, tem como principal missão: atuar na redução do déficit habitacional do Estado por meio da racionalização dos problemas habitacionais de interesse social, em parceria com as Prefeituras Municipais, a Caixa Econômica e o Governo Federal. Alémdisso, a CEHAB tem como objetivo promover a qualidade de moradia, desenvolverprojetos de urbanização para as comunidades carentes, a regularização fundiária,assistência técnica gratuita e a implantação de programas e projetos habitacionais com o intuito de facilitar o acesso à casa própria, assegurando, assim, a melhoria da qualidade de vida das famílias e a convivência social.Nesse sentido, possui em seu escopo a realização de Trabalho Socialjunto às famílias de interesse social, ou seja, as que possuem renda familiar de0 a R$ 1.800,00, com exceção das famílias que sofreram enchentes ou atosfortuitos similares. Para tanto, nos projetos de urbanização integrada e emáreas, cujas famílias residem em condições precárias de habitabilidade sãoprevistos, majoritariamente, como política de compensação, a disponibilizaçãode Auxílio Moradia no valor de R$ 200,00 (duzentos reais).2. Quantas famílias recebem o benefício do Auxílio Moradia no Recife por parte da cada um deles?R - Atualmente existem 11 Projetos/Comunidade, cujos quantitativospor bairro/localidade e o total de famílias que percebem o benefício do AuxílioMoradia é de 3.343 famílias, com o valor unitário de R$ 200,00. E em cadaProjeto/Comunidade, o processo se deu de forma diferente, por conta do iníciodas referidas obras físicas de engenharia.3. Em função de que situações essas famílias acessaram o benefício (discriminar famílias em cada caso, há quanto tempo estão recebendo Auxílio Moradia e em que territórios se deu?)R -  Cada Projeto/Comunidade tem um quantitativo específico de Auxílio Moradia, em função da urbanização de cada área e/ou Programa/Projeto Integrado. Contudo, cabe destacar que para as devidas liberações, por Projeto e/ou Comunidade são criadas leis específicas para criação e respectiva liberação do Auxílio Moradia.4. Em quantos casos existe a previsão de reassentamento das famílias? E para que local/empreendimento? Quais os prazos de conclusão do processo?R - Atualmente existe previsão de reassentamento em 03 Projetos de Urbanização Integrada, com o total de 888 unidades habitacionais disponíveis para o reassentamento.A demais área encontra-se em fase de elaboração de projetos para garantir o reassentamento das famílias que recebem o supramencionado benefício.Cabe destacar ainda que a demanda pelo benefício é muito superior ao ofertado.Nesse sentido, as prioridades são sempre a precariedade das  condições de habitabilidade das mencionadas famílias.?",Acesso concedido,Não se aplica
201999689,AGE,06/12/2019,dezembro,Concluído no Prazo,"Prosseguindo com o andamento do meu pedido anterior de protocolo N°201993572, o item 2 do meu pedido é suficiente, no entanto esqueci de citar em minha solicitação que os valores requisitados estivessem disponibilizados por município, e gostaria de refazer esse pedido com essa modificação.Ademais, gostaria de maior esclarecimento a respeito dos valores de ESTOQUES da Agência de Fomento do Estado de Pernambuco, pois o objetivo do pedido do item 2 seria o acesso a informações em respeito as operações de crédito (como a quantidade de repasses, como já foram disponibilizadas e os estoques de crédito da agência) agregadas anualmente para cada município, que é a configuração territorial de nosso estudo.",Execução Orçamentária e Financeira,"Prezado, os estoques de operações liberadas com recursos BNDES são para o município de Recife/PE",Acesso concedido,Não se aplica
201999854,CPRH,04/12/2019,dezembro,Concluído no Prazo,"Solicito vistas e cópias dos processos relacionados abaixo para fins de pesquisas acadêmicas vinculadas ao Instituto Federal de Educação Ciência e Tecnologia de Pernambuco - IFPE onde pretende-se relacionar as características funcionais das espécies suprimidas por meio de autorizações de supressão vegetal, com as das espécies propostas nas compensações solicitadas na legislação vigente, além de verificar outros aspectos relacionados a restauração/recomposição e monitoramento florestal.Processos:Informo que os de número 016081/2015 e 000149/2016 já foram disponibilizados.013515/2014016081/2015003676/2016005962/2016011745/2015002941/2016005964/2016017451/2014012743/2014011315/2014009715/2014016803/2013017158/2014005793/2015005108/2015001617/2015/14016683/2014009216/2013017600/2014015055/2014017025/2014016885/2014002030/2015005772/2015007961/2015004129/2015008282/2015009716/2014011485/2013007952/2012013379/2013011994/2013000141/2014010541/2013003006/2014003633/2014004964/2014002509/2014017305/2012002927/2014006318/2013002890/2014015056/2014009548/2014006308/2014004245/2013-001707/14006197/2014-6198/14003975/2014004960/2014000030/2014005321/2014011465/2013014671/2013011329/2013008940/2013004958/2014005314/2014006755/2013017328/2012012222/2012015801/2012016908/2012000218/2013007677/2010010587/2013014136/2012004050/2013015952/2012006539/2013007914/2013014415/2012014172/2012011201/2013009489/2013010858/2013013204/2012002765/2013001834/2013015583/2012000284/2013010147/2012011772/2013000396/2013005727/2013000467/2012007360/2012001798/2012000247/2012003335/2012011122/2012012170/2011008731/2010014181/2011013879/2011""",Gestão Ambiental,"nformo que os processos encontram-se disponíveis para consulta nesta Agência Ambiental. Para realizar a consulta deverá ser agendada a data e o horário da visita junto à Unidade de Controle e Monitoramento Florestal, por meio do número (81) 3182-8860.",Acesso concedido,Não se aplica
201999932,SEFAZ,04/12/2019,dezembro,Concluído no Prazo,"Solicito à Secretaria da Fazenda explicação a respeito da origem de R$ 115.426.631,15 registrados como receita no mês de novembro de 2019 cuja espécie é ""Operações de Crédito - Mercado Externo"". Qual é essa operação? Qual o objetivo? Em qual conta estão depositados esses recursos? Para qual intuito foi contratado esse empréstimo? Quais projetos serão beneficiados com esses recursos? Qual a instituição financiadora? Solicito cópia do referido contrato.",Execução Orçamentária e Financeira,"Qual é essa operação? BID 2901 - BACIA DO IPOJUCAQual o objetivo? Cooperar na execução do Programa de Saneamento Ambiental ? Bacia do Ipojuca-PSA,Em qual conta estão depositados esses recursos? Banco do Brasil Conta 6.316-9 Agencia 3234-4 CNPJ 10.571.982-0001-25 Governo do Estado de PernambucoPara qual intuito foi contratado esse empréstimo? Promover o saneamento ambiental da Bacia do Rio Ipojuca.Quais projetos serão beneficiados com esses recursos? Solicitamos resposta ao órgão executor, Secretaria de Infraestrutura e Recursos Hídricos e até o momento não enviaram a respostaQual a instituição financiadora? BANCO INTERAMERICANO DE DESENVOLVIMENTO ? BIDSeguem anexos:- Contrato de empréstimo.- Instrumento de alteração contratual nº 1.",Acesso parcialmente concedido,Não se aplica
2019100011,DEFN,04/12/2019,dezembro,Concluído no Prazo,"Comprovante de titularidade ou de posse (matrícula, contrato de transferência ou outro similar) do terreno dos quatro poços de abastecimento em Fernando de Noronha (Vidal I, Vidal II, Chicó e Do Trinta).",Outros,"Com relação ao Pedido de Acesso à Informação, registrado sob o protocolo de nº 2019100011, que recebemos no dia 04 de dezembro de 2019, comunicamos que a gestão do abastecimento de água e esgotamento sanitário da Ilha de Fernando de Noronha é de responsabilidade da Companhia Pernambucana de Saneamento ? COMPESA, que tem a concessão e é responsável, também, pela operação e manutenção dos mananciais da ilha, superficiais e subterrâneos, inclusive os poços, exceto o da aeronáutica, por questões estratégicas e de segurança de voo.Registramos que o setor responsável por este assunto, nesta Autarquia, comunicou que não existe nenhum Termo de Posse, ou similar, dos terrenos dos quatro poços de abastecimento em Fernando de Noronha (Vidal I, Vidal II, Chicó e Do Trinta). Os poços são de propriedade do Governo do Estado de Pernambuco, sob a responsabilidade da concessionária, sem existência de Termo de Permissão de Uso ? TPU.Estamos encaminhando, em anexo, os mapas de localização dos poços Vidal I, Vidal II, Chicó e Do Trinta.?",Acesso parcialmente concedido,Não se aplica
2019100163,JUCEPE,10/12/2019,dezembro,Concluído no Prazo,"À JucepePeríodo de todo o ano de 2019 (janeiro a dezembro)Gostaria de solicitar informações acerca do registro/controle dos Centros de Distribuição do estado ? as instalações rodoviárias de carga destinadas a organizar o fluxo e a distribuição de mercadorias.1)    Existe alguma legislação estadual específica que trata sobre esse tipo de instalação? Qual(is)?2)    Solicito uma lista dos Centros de Distribuição registrados e em operação no estado, com informações de nome (razão social e/ou nome fantasia), CNPJ, CNAE, endereço, segmento de carga atendido e outras informações que estiverem disponíveis.3)    Se existir, solicito também um arquivo com a localização dessas instalações (em formato shapefile).",Outros,"""Consoante o disposto no art. 6º do Decreto nº 38.797/2012, o fornecimento das informações é gratuito, ressalvadas as hipóteses de cobrança do valor referente ao custo dos serviços. Com efeito, a informação solicitada através do presente Pedido de Acesso à Informação - PAI apenas é disponibilizada conforme previsto no rol de serviços da JUCEPE, mais precisamente no item 19 da Tabela de Preços e Prazos desta autarquia.Assim sendo, nos termos do art. 15, inciso II, do referido decreto, esclarecemos que o requerente da informação deverá solicitá-la através do e-mail: sistemas@jucepe.pe.gov.br, a fim de que seja realizado orçamento do valor do respectivo serviço.Outrossim, ressalvamos que, em virtude da competência institucional, a resposta ao presente pedido refere-se apenas ao tópico nº 2, devendo os demais itens serem reportados aos órgãos e instituições responsáveis pelas demais informações.""",Solicitados procedimentos adicionais,Não se aplica
2019100274,PMPE,04/12/2019,dezembro,Concluído no Prazo,Solicito informações sobre os últimos 02 anos da Policia Militar de Pernambuco sobre a quantidade de policiais:1-    Contratados;2-    Aposentados;3-    Afastados;4-    Mortos;5-    Exonerados e;6-    Expulsos da instituição da Policia Militar de Pernambuco.Solicito ainda receber esses dados detalhados mensalmente dos últimos 02 anos.,Servidores,"Memorando nº 910/2019 ? DGP-9, datado de 10/12/2019;Memorando nº 137 ? PMPE ? DGP 8 ? SS CD/CJ, datado de 06/12/2019;Memorando nº 80 ? PMPE ? DGP 8 ? SS PL, datado de 11/12/2019;Memorando nº 272 ? PMPE ? DGP 3, datado de 12/12/2019;Memorando nº 942? PMPE - DGP 1, datado de 05/12/2019;Ofício. nº 1918 ? PMPE ? DGP 6, datado de 13/12/2019.?Obs.1: O quantitativo de portarias por inatividade FUNAPE, publicadas de 2007-2019, por posto e graduação, encontram-se disponíveis no site:?dgp9sti.webnode.com?Obs.2: Quanto ao item 3 de vossa solicitação, transcrevemos a resposta fornecida pela Autoridade Administrativa da LAI junto à PMPE:.?(...) informo que quanto ao questionamento 3, trata-se de um item Genérico de acordo com o DECRETO 38.787/2012, seção II , art.14, inciso I, tendo em vista que existem vários tipos de Afastamentos descriminados.? Grifo nosso.",Acesso parcialmente concedido,Não se aplica
2019100410,SCGE,05/12/2019,dezembro,Concluído no Prazo,"Lista de documentos classificados como ultrassecretos que existem hoje no governo do estado.Qual é o total hoje de documentos classificados como ultrassecreto por órgão?Quantos documentos foram classificados como ultrassecretos, por ano, de 2009 a 2019?Lista de documentos classificados como secretos que existem hoje no governo do estado.Qual é o total hoje de documentos classificados como secreto por órgão?Quantos documentos foram classificados como secretos, por ano, de 2009 a 2019?Lista de documentos classificados como reservados que existem hoje no governo do estado.Qual é o total hoje de documentos classificados como reservado por órgão?Quantos documentos foram classificados como reservado, por ano, de 2009 a 2019?",Informações institucionais,"Informo que as informações solicitadas estão disponíveis na Página de Acesso à Informação de cada órgão e podem ser consultadas a qualquer tempo pelos cidadãos. Através do link https://www.lai.pe.gov.br/ , deve-se clicar no órgão de interesse e, posteriormente, no menu, clicar em Informações Classificadas.Ademais, apesar de ser possível obter os dados via transparência ativa, encaminhamos consolidação feita nesta Controladoria em março de 2019 com informações dos órgãos e informações classificadas, por tipo, incluindo a data de classificação, com o destaque de que não houve atualização posterior do documento, de forma que novas informações, caso necessárias, deverão ser obtidas via consulta.?",Acesso concedido,Não se aplica
2019100622,COMPESA,05/12/2019,dezembro,Concluído no Prazo,Solicito a disponibilização do laudo resultado do protocolo de atendimento da COMPESA n. 20191028468063 referente a matrícula 57726628.RA:54777603/REVISAO DE CONTAAVENIDA CONDE DA BOA VISTA - 01317 - SOLEDADE RECIFE PE 50060-003,Saneamento,"Cumprindo os requisitos da Lei de Acesso à Informação nº 14.804 de 29 de Outubro de 2012 e Decreto Estadual que regulamenta a LAI nº 38.787 de 30 de Outubro de 2012. Em resposta ao PAI nº 2019100622, anexamos a Ordem de Serviço nº 45802246, referente a matrícula 57726628, conforme solicitação do usuário",Acesso concedido,Não se aplica
2019100649,PMPE,05/12/2019,dezembro,Concluído no Prazo,"A Diretoria de Análise em Políticas Públicas da Fundação Getúlio Vargas (FGV DAPP) vem, por meio desta mensagem, solicitar acesso aos e-mails dos policiais militares e civis de vosso estado.Os referidos endereços de correio eletrônico serão utilizados para convidar os agentes a participarem de um websurvey que estamos realizando acerca da percepção desses profissionais sobre a situação da segurança pública.Gostaríamos de registrar que não armazenaremos os e-mails em nossa base de dados. Eles serão usados apenas para envio do questionário eletrônico aos agentes. Comprometemo-nos a manter sigilo durante toda a pesquisa e, ao final, a inutilizar a lista fornecida.O termo de consentimento livre e esclarecido bem como o esboço do questionário podem ser enviados para conferência, caso julgue necessário. Ambos já foram aprovados no Comitê de Conformidade Ética em Pesquisas Envolvendo Seres Humanos da Fundação Getúlio Vargas, conforme o parecer nº113/2019.Agradecemos a atenção e dos disponibilizamos para maiores esclarecimentos, inclusive no que se refere ao disparo dos questionários diretamente por esta instituição.",Servidores,"Troca de e-mails entre o Ouvidor da SDS e o Solicitante?.Obs.: Como foi acordado entre as partes, o demandante encaminhará expediente ao Secretário de Defesa Social, onde disponibilizará um link, no qual os servidores poderão acessar o questionário.",Acesso concedido,Não se aplica
2019100693,FUNDARPE,05/12/2019,dezembro,Concluído no Prazo,"RESPALDADO NA LEI Nº 12.527, DE 18 DE NOVEMBRO DE 2011, QUE REGULAMENTA O ACESSO À INFORMAÇÃO, SOLICITO INFORMAÇÕES SOBRE PROCESSO LICITATÓRIO PARA CONTRATAÇÃO DE BANDAS PARA O DIA 08 DE DEZEMBRO NA CIDADE DE XEXÉU-PE COM RECURSOS DA FUNDARPE. A SABER:1. EXISTE PROCESSO LICITATÓRIO PARA ESTE EVENTO ENTRE O PERÍODO DE 01/10/2019 E 05/12/2019? TENDO EM VISTA QUE ESTÁ SENDO CIRCULADO PELA PREFEITURA LOCAL UMA FESTA EM QUE NAS IMAGENS DE DIVULGAÇÃO CONSTA A LOGO DO GOVERNO DO ESTADO E DA FUNDARPE.2. CASO EXISTA, ONDE ENCONTRO O EDITAL? TENDO EM VISTA QUE NÃO ENCONTREI NO SITE DO DIÁRIO OFICIAL DO ESTADO DE PERNAMBUCO, E NEM NO TOME CONTA DO TCE2. CASO EXISTA, QUAL O VALOR DO CONTRATO PARA AS DUAS BANDAS?3. CASO NÃO EXISTA, QUAL AS PROVIDENCIAS QUE DEVEM SER TOMADAS POR DIVULGAR A LOGO DO GOVERNO DO ESTADO E DA FUNDARPE INDEVIDAMENTE?""",Licitações e Contratos,"Em resposta ao Pedido de Acesso à Informação de número 2019100693, informamos que a contratação ali referenciada se deu por inexigibilidade de licitação conforme parecer da Comissão Permanente de Licitação/CPL nº 1545-Fundarpe, tendo sido contratada a banda musical CAPITAL DO SOM para apresentação durante a festa da padroeira da cidade Xexéu, no dia oito de dezembro de 2019, pelo valor de R$25.000,00 (vinte e cinco mil reais), conforme os termos do Contrato nº 537/2019. Maiores informações estão disponíveis através do Serviço Eletrônico de Informação/SEI (www.sei.pe.gov.br), processo nº 0040 3000 21.003272-2019-81, onde se encontra cópia integral do processo de contratação aqui tratado.""",Acesso concedido,Não se aplica
2019100711,COMPESA,05/12/2019,dezembro,Concluído no Prazo,"""Gostaria do laudo físico/química da água da Compesa dos seguintes dados:Sulfato de Cálcio,Cloreto de Sódio,Sulfato de Magnésio,Cloreto de Cálcio,Bicarbonato de Sódio,Carbonato de Cálcio.""",Saneamento,"Cumprindo os requisitos da Lei de Acesso à Informação nº 14.804 de 29 de Outubro de 2012 e Decreto Estadual que regulamenta a LAI nº 38.787 de 30 de Outubro de 2012. Em resposta ao PAI nº 2019100711,  informamos que as análises solicitadas não são obrigatórias pela Portaria de Consolidação nº5, Anexo XX, do Ministério da Saúde, portanto, não são realizadas pelo Laboratório da Compesa"".",Informação inexistente,Não se aplica
2019100729,PCPE,05/12/2019,dezembro,Concluído no Prazo,"A Diretoria de Análise em Políticas Públicas da Fundação Getúlio Vargas (FGV DAPP) vem, por meio desta mensagem, solicitar acesso aos e-mails dos policiais militares e civis de vosso estado.Os referidos endereços de correio eletrônico serão utilizados para convidar os agentes a participarem de um websurvey que estamos realizando acerca da percepção desses profissionais sobre a situação da segurança pública.Gostaríamos de registrar que não armazenaremos os e-mails em nossa base de dados. Eles serão usados apenas para envio do questionário eletrônico aos agentes. Comprometemo-nos a manter sigilo durante toda a pesquisa e, ao final, a inutilizar a lista fornecida.O termo de consentimento livre e esclarecido bem como o esboço do questionário podem ser enviados para conferência, caso julgue necessário. Ambos já foram aprovados no Comitê de Conformidade Ética em Pesquisas Envolvendo Seres Humanos da Fundação Getúlio Vargas, conforme o parecer nº113/2019.Agradecemos a atenção e dos disponibilizamos para maiores esclarecimentos, inclusive no que se refere ao disparo dos questionários diretamente por esta instituição.",Servidores,"Obs.: Como foi acordado entre as partes, o demandante encaminhará expediente ao Secretário de Defesa Social, onde disponibilizará um link, no qual os servidores poderão acessar o questionário.",Acesso concedido,Não se aplica
2019100372,SETUR,04/12/2019,dezembro,Concluído no Prazo,"Envio esta solicitação, referente a uma apresentação do show artístico da Cantora Elba realizado no dia 29 de junho de 2013 em Goiana - PENecessito do comprovante de retenção de ISS deste show, segue os detalhes;NF 116 - Data e hora de emissão: 01/08/2013  - 11:19:38Base de calculo R$ 110.000,00Valor (ISS) -  R$ 5.500,00Alíquota - 5,00%Nota de empenho: 2013ne000369",Execução Orçamentária e Financeira,"""Segue anexo material em resposta a solicitação feita através do Pedido de Acesso à Informação 2019100372, enviado pela Ouvidoria a esta Unidade Executora"".",Acesso concedido,Não se aplica
2019100759,SDS,05/12/2019,dezembro,Concluído no Prazo,"A Diretoria de Análise em Políticas Públicas da Fundação Getúlio Vargas (FGV DAPP) vem, por meio desta mensagem, solicitar acesso aos e-mails dos policiais militares e civis de vosso estado.Os referidos endereços de correio eletrônico serão utilizados para convidar os agentes a participarem de um websurvey que estamos realizando acerca da percepção desses profissionais sobre a situação da segurança pública.Gostaríamos de registrar que não armazenaremos os e-mails em nossa base de dados. Eles serão usados apenas para envio do questionário eletrônico aos agentes. Comprometemo-nos a manter sigilo durante toda a pesquisa e, ao final, a inutilizar a lista fornecida.O termo de consentimento livre e esclarecido bem como o esboço do questionário podem ser enviados para conferência, caso julgue necessário. Ambos já foram aprovados no Comitê de Conformidade Ética em Pesquisas Envolvendo Seres Humanos da Fundação Getúlio Vargas, conforme o parecer nº113/2019.Agradecemos a atenção e dos disponibilizamos para maiores esclarecimentos, inclusive no que se refere ao disparo dos questionários diretamente por esta instituição.",Servidores,"Obs.: Como foi acordado entre as partes, o demandante encaminhará expediente ao Secretário de Defesa Social, onde disponibilizará um link, no qual os servidores poderão acessar o questionário.",Acesso concedido,Não se aplica
2019100763,SES,06/12/2019,dezembro,Concluído Fora do Prazo,"Sobre o PAI 201988472 As informações da despesa devem ser de conhecimento obrigatório do Órgão. No entanto, para auxiliar o levantamento, resta pendente de pagamento a Nota Fiscal nº 32898/2016, no valor de R$ 225,00. Portanto, com relação ao credor NEVE IND E COMERCIO DE PROD CIRURGICOS LTDA, atual denominação ESSITY SOLUCOES MEDICAS DO BRASIL COMERCIO E DISTRIBUICAO LTDA (CNPJ 54.858.014/0001-70), reiteramos os questionamentos: 1.        A Secretaria reconhece o crédito no valor de R$ 225,00? Em caso negativo, reconhece outro valor? 2.        Há alguma pendência administrativa ser sanada nos processos de fatura da despesa? Em caso positivo, listar cada uma, bem como o processo administrativo em referência. 3.        As despesas foram liquidadas? Em caso positivo, favor enviar notas de liquidação. 4.        As despesas foram inscritas em Restos a Pagar ou Despesas de Exercícios Anteriores? 5.        Qual a previsão de pagamento do crédito?",Execução Orçamentária e Financeira,"Prezados, Esta Ouvidoria Central de Saúde/SES/PE, transcreve abaixo a resposta da Autoridade Administrativa, Sr. Jadiael Alexandre de Souza, ao Pedido de Acesso à Informação registrado sob o nº 2019100763. ?Recebemos da Secretaria Executiva de Administração e Finanças ? SES/PE, resposta do Sr. Emerson Guimarães da Silva (diretor geral de finanças) referente ao Pedido de Acesso à Informação de protocolo: 2019100763, a qual segue por meio de anexo.?",Acesso concedido,Não se aplica
2019100795,PMPE,06/12/2019,dezembro,Concluído no Prazo,"Gostaria de saber se o Comando da Policia Militar de Pernambuco disponibilizou informações e procedimentos a seus batalhões e comandantes, sobre orientações aos policias militares quando da abordagem a colecionador de armas e munições, atirador desportivo e caçador, pois gostaria se possível, de uma copia de tal documentação, pois já possuo alguns oficios da Policia Milita de São Paulo e também da Policia Federal sobre como os agentes proceder em caso de abordagem aos CACs, casa haja esse documento também da Policia Militar de Pernambuco, que seja enviada uma cópia para meu e-mail,",Segurança Pública,"Ofício nº 1.910/2019-DGP 6, datado de 11 de dezembro de 2019; acostado do Ofício nº 130/2019-SSAA/8ª EMG, datado de 11 de dezembro de 2019",Informação inexistente,Não se aplica
2019100835,SES,06/12/2019,dezembro,Concluído Fora do Prazo,"Requer-se informações acerca do candidato convocado e nomeado para o concurso público da Secretaria de Saúde do Estado de Pernambuco para 2014 (Portaria conjunta SAD/SES n. 87 de 25 de agosto de 2014), conforme nomeação no Diário Oficial do Estado de Pernambuco do dia 02 de agosto de 2018, mais especificamente o seguinte: Se tomou posse? Se não tomou posse? Local onde está laborando, se é no Hospital Regional Rui de Barros Correia Arcoverde, Hospital Agamenon Magalhães - Serra Talhada ou em outro hospital do Estado? É ele:Bruna Bezerra Amaral, inscrição nº 963298 - Cargo - Assistente em Saúde/Técnico em Radiologia. VI Região.",Servidores,"Recebemos da Secretaria Executiva de Gestão do Trabalho e Educação em Saúde ? SES/PE, Dra Ricarda Samara (secretária executiva) resposta da Sra. Rafaela Brasileiro (gerente de políticas e regulação do trabalho), e Sra Sandra Tavares (unidade de cadastro de pessoas) referente ao Pedido de Acesso à Informação de protocolo: 2019100835, a qual segue por meio de anexo",Acesso concedido,Não se aplica
2019100925,SES,06/12/2019,dezembro,Concluído no Prazo,"Lista atualizada com as ordens cronológicas de pagamentos, conforme segue.Em relação à Unidade Gestora 530407 (Hospital da Restauração) e Fonte de Recursos 0144 (Recursos do SUS Exclusive Convênios - Adm. Direta).a) A lista de credores a que se refere o art. 5º da Lei nº 8.666/93 c/c art. 37 da Lei nº 4.320/64, contemplando a ordem cronológica de pagamentos das despesas inscritas em restos a pagar e despesas de exercícios anteriores, com as respectivas datas de exigibilidade e de pagamento.b) A lista de credores a que se refere o art. 5º da Lei nº 8.666/93, contemplando a ordem cronológica de pagamentos das despesas do exercício corrente, com as respectivas datas de exigibilidade e de pagamento.c) Caso a listagem solicitada, pautada pela data de exigibilidade (liquidação) das notas de empenho esteja disponível no Portal de Transparência (não foi localizado por nosso time), requer reposta na forma do art. 7º da Lei de Acesso à Informação, com a ?orientação sobre os procedimentos para a consecução de acesso, bem como sobre o local onde poderá ser encontrada ou obtida a informação almejada?.Caso a Administração tenha tal relação por Unidade da Administração, favor a enviar igualmente.",Execução Orçamentária e Financeira,"Recebemos da Diretoria Geral de Assistência Integral à Saúde, resposta do Hospital da Restauração, Sr. Markene Fernandes (Gestor Administrativo Financeiro) referente ao Pedido de Acesso à Informação de protocolo: 2019100925, a qual segue por meio de anexo",Acesso parcialmente concedido,Não se aplica
2019101012,SDS,06/12/2019,dezembro,Concluído no Prazo,"De acordo com a Lei nº 12.527, de Acesso à Informação, solicito a seguinte informação da Secretaria de Defesa Social em relação à lista dos mais procurados.Um quantitativo dos casos que constam na lista dos mais procurados mais atualizada possível, detalhando, quando houver informações referentes a raça/cor do procurado e tipologia do crime praticado.Caso uma ou mais informações requisitadas não possam ser informadas, favor informar as restantes e exemplificar a legislação/portaria/decisão que justifica o sigilo. Informações que comprometam sigilo de cidadãos podem ser suprimidas da resposta.",Segurança Pública,"A resposta ao vosso Pedido de Acesso à Informação está disponível na página da internet de nossa Secretaria de Defesa Social, no link abaixo:http://www.sds.pe.gov.br/procuradosObs 1.: As informações constantes no link acima, são atualizadas semanalmente.Obs 2.: No tocante ao item raça/cor, informamos que as fotos dos indivíduos revelam suas etnias.",Acesso parcialmente concedido,Não se aplica
